Video;Channel;Published Date;Comment;Author;Likes;Reply Count;Stance;Camp Definition;Arousal Score;Emotion;Core Argument;Unresolved Question;Link;Comment Analysis Coverage
🟥Karol Nawrocki korzystał z brudnych pieniędzy. Prezydent, jak i inni politycy patoprawicy wplątali;Canal X;2026-09-03;Przecież Akurat te oczy to kłamią cały czas;@JACK-g8j2n;8;0;CAMP_B;CAMP_A: Pro-government supporters defending Tusk and attacking the opposition (PiS/Konfederacja) as corrupt mafias. CAMP_B: Anti-government critics accusing Tusk of lies, foreign loyalties, and ruining Poland.;0.5;Anger;Directly asserts that the speaker's eyes reflect constant lying.;;https://www.youtube.com/watch?v=0ZvyPWyMp5w;6.6% (100/1512)
🟥Karol Nawrocki korzystał z brudnych pieniędzy. Prezydent, jak i inni politycy patoprawicy wplątali;Canal X;2026-09-03;Ciekawe, wszystkie wieści  mówią, że  ta afera z krypto walutą  to następna, która obciąża Tuska  I jego ekipę;@danutaczerwinska9264;6;2;CAMP_B;CAMP_A: Pro-government supporters defending Tusk and attacking the opposition (PiS/Konfederacja) as corrupt mafias. CAMP_B: Anti-government critics accusing Tusk of lies, foreign loyalties, and ruining Poland.;0.5;Frustration;Reports indicate the cryptocurrency scandal actually incriminates Tusk and his circle.;;https://www.youtube.com/watch?v=0ZvyPWyMp5w;6.6% (100/1512)
🟥Karol Nawrocki korzystał z brudnych pieniędzy. Prezydent, jak i inni politycy patoprawicy wplątali;Canal X;2026-09-03;To już jest psycho osobnik!😮;@beatanowicka8328;3;5;CAMP_B;CAMP_A: Pro-government supporters defending Tusk and attacking the opposition (PiS/Konfederacja) as corrupt mafias. CAMP_B: Anti-government critics accusing Tusk of lies, foreign loyalties, and ruining Poland.;0.8;Anger;Attacks the mental stability of the politician speaking.;;https://www.youtube.com/watch?v=0ZvyPWyMp5w;6.6% (100/1512)
🟥Karol Nawrocki korzystał z brudnych pieniędzy. Prezydent, jak i inni politycy patoprawicy wplątali;Canal X;2026-09-03;Nie ma z czego rządu za rok robić. Same szumowiny.;@kkswider899;6;1;CAMP_B;CAMP_A: Pro-government supporters defending Tusk and attacking the opposition (PiS/Konfederacja) as corrupt mafias. CAMP_B: Anti-government critics accusing Tusk of lies, foreign loyalties, and ruining Poland.;0.7;Disappointment;Expresses total disdain for the current political ruling class.;;https://www.youtube.com/watch?v=0ZvyPWyMp5w;6.6% (100/1512)
🟥Karol Nawrocki korzystał z brudnych pieniędzy. Prezydent, jak i inni politycy patoprawicy wplątali;Canal X;2026-09-03;On jest chory psychicznie , wspułczuje rodzinie;@malibusl13nd;5;2;CAMP_B;CAMP_A: Pro-government supporters defending Tusk and attacking the opposition (PiS/Konfederacja) as corrupt mafias. CAMP_B: Anti-government critics accusing Tusk of lies, foreign loyalties, and ruining Poland.;0.7;Anger;Claims the politician is mentally ill and expresses pity for their family.;;https://www.youtube.com/watch?v=0ZvyPWyMp5w;6.6% (100/1512)
🟥Karol Nawrocki korzystał z brudnych pieniędzy. Prezydent, jak i inni politycy patoprawicy wplątali;Canal X;2026-09-03;Parodia jaki to jest aniołek😂;@johndeereforwarder;6;0;CAMP_B;CAMP_A: Pro-government supporters defending Tusk and attacking the opposition (PiS/Konfederacja) as corrupt mafias. CAMP_B: Anti-government critics accusing Tusk of lies, foreign loyalties, and ruining Poland.;0.6;Sarcasm;Mocks the innocent persona projected by the speaker.;;https://www.youtube.com/watch?v=0ZvyPWyMp5w;6.6% (100/1512)
🟥Karol Nawrocki korzystał z brudnych pieniędzy. Prezydent, jak i inni politycy patoprawicy wplątali;Canal X;2026-09-03;Fałszywe  oczy.;@53aleks1;6;0;CAMP_B;CAMP_A: Pro-government supporters defending Tusk and attacking the opposition (PiS/Konfederacja) as corrupt mafias. CAMP_B: Anti-government critics accusing Tusk of lies, foreign loyalties, and ruining Poland.;0.4;Disappointment;Reiterates that the speaker's eyes look false and deceitful.;;https://www.youtube.com/watch?v=0ZvyPWyMp5w;6.6% (100/1512)
🟥Karol Nawrocki korzystał z brudnych pieniędzy. Prezydent, jak i inni politycy patoprawicy wplątali;Canal X;2026-09-03;No tusk wpakowałes sie w brudny interes..dobrze o sobie mówisz  ty nie jestes nadzym szefem ani premierem i wpakowaliscie sie cała wasza kłamliwa banda koalicja nie obywatelska dobrze mówisz o sobie nareszcie .wpakowaliscie sie wbrudny interes  i moze przyzna sie pan wkoncu do czego pan zmierza  Narobiliscie dużo gnoju i zla i ma pan z e swoimi oszustami okazje sie naprawić nie klamać  odwraca. pan kota ogonemi szuka pan winnych a winni to WY I TYLKO WY. PANA TU NIKT NIE CHCIAL PO CO PAN DO POLSKI PRZYJECHAŁ  POLACY MÓWIA WON. Nie bedzie miał pan czelnosci obrazac polskiego Prezydenta Bo NAROD POLSKI WYBRAŁ.  PANA K.NAWROCKIEGO I NIC.panu do tego.    Pis jest kochany i tylko PIS PIS PIS .tusk az czerwony  ze złosci z nienawisci i z nieudolstwa .;@iwonaboniewska6916;6;0;CAMP_B;CAMP_A: Pro-government supporters defending Tusk and attacking the opposition (PiS/Konfederacja) as corrupt mafias. CAMP_B: Anti-government critics accusing Tusk of lies, foreign loyalties, and ruining Poland.;0.95;Anger;Accuses Tusk of leading a corrupt coalition, ruining Poland, and unjustly attacking President Nawrocki.;Why did Tusk return to Poland if no one wanted him here?;https://www.youtube.com/watch?v=0ZvyPWyMp5w;6.6% (100/1512)
🟥Karol Nawrocki korzystał z brudnych pieniędzy. Prezydent, jak i inni politycy patoprawicy wplątali;Canal X;2026-09-03;Super przemowa gorzej się nie dało;@anielapolak991;5;0;CAMP_B;CAMP_A: Pro-government supporters defending Tusk and attacking the opposition (PiS/Konfederacja) as corrupt mafias. CAMP_B: Anti-government critics accusing Tusk of lies, foreign loyalties, and ruining Poland.;0.5;Sarcasm;Sarcastically dismisses the speech as the worst possible performance.;;https://www.youtube.com/watch?v=0ZvyPWyMp5w;6.6% (100/1512)
🟥Karol Nawrocki korzystał z brudnych pieniędzy. Prezydent, jak i inni politycy patoprawicy wplątali;Canal X;2026-09-03;Chyba nie;@KrzysztofKamiński-f4d;5;0;CAMP_A;CAMP_A: Pro-government supporters defending Tusk and attacking the opposition (PiS/Konfederacja) as corrupt mafias. CAMP_B: Anti-government critics accusing Tusk of lies, foreign loyalties, and ruining Poland.;0.2;Neutral;Disagrees with the anti-Tusk sentiment.;;https://www.youtube.com/watch?v=0ZvyPWyMp5w;6.6% (100/1512)
🟥Karol Nawrocki korzystał z brudnych pieniędzy. Prezydent, jak i inni politycy patoprawicy wplątali;Canal X;2026-09-03;Ten ma juz taką niemiecką opsesje,  nie widzi i ukrywa  swoje bledy i oszukanstwa   ,a szuka u innych błędów.  Zeby tak chociaż raz tak wyliczył swoje  zła.  Niech opowie o Amber Gold;@renatap4053;4;1;CAMP_B;CAMP_A: Pro-government supporters defending Tusk and attacking the opposition (PiS/Konfederacja) as corrupt mafias. CAMP_B: Anti-government critics accusing Tusk of lies, foreign loyalties, and ruining Poland.;0.7;Anger;Accuses Tusk of German obsession and hypocrisy for ignoring his own scandals while attacking others.;;https://www.youtube.com/watch?v=0ZvyPWyMp5w;6.6% (100/1512)
🟥Karol Nawrocki korzystał z brudnych pieniędzy. Prezydent, jak i inni politycy patoprawicy wplątali;Canal X;2026-09-03;jak ta ustawa nie ma nic wspólnego z ochrona Polaków xD;@chiopengzao8848;4;0;CAMP_B;CAMP_A: Pro-government supporters defending Tusk and attacking the opposition (PiS/Konfederacja) as corrupt mafias. CAMP_B: Anti-government critics accusing Tusk of lies, foreign loyalties, and ruining Poland.;0.5;Frustration;Argues that the proposed legislation has nothing to do with protecting Polish citizens.;;https://www.youtube.com/watch?v=0ZvyPWyMp5w;6.6% (100/1512)
🟥Karol Nawrocki korzystał z brudnych pieniędzy. Prezydent, jak i inni politycy patoprawicy wplątali;Canal X;2026-09-03;Szkoda naszego pięknego kraju że ma takiego premiera,to jest po prostu nasza klęska.;@jankowalski4635;3;1;CAMP_B;CAMP_A: Pro-government supporters defending Tusk and attacking the opposition (PiS/Konfederacja) as corrupt mafias. CAMP_B: Anti-government critics accusing Tusk of lies, foreign loyalties, and ruining Poland.;0.7;Disappointment;Deplores having Donald Tusk as prime minister, calling it a national disaster.;;https://www.youtube.com/watch?v=0ZvyPWyMp5w;6.6% (100/1512)
🟥Karol Nawrocki korzystał z brudnych pieniędzy. Prezydent, jak i inni politycy patoprawicy wplątali;Canal X;2026-09-03;😂... to o Amber Gold mówi, czy o czym...😂😂😂?;@HubertBuszewski;3;0;CAMP_B;CAMP_A: Pro-government supporters defending Tusk and attacking the opposition (PiS/Konfederacja) as corrupt mafias. CAMP_B: Anti-government critics accusing Tusk of lies, foreign loyalties, and ruining Poland.;0.5;Sarcasm;Mocks whether the speech is about Amber Gold or current events.;;https://www.youtube.com/watch?v=0ZvyPWyMp5w;6.6% (100/1512)
🟥Karol Nawrocki korzystał z brudnych pieniędzy. Prezydent, jak i inni politycy patoprawicy wplątali;Canal X;2026-09-03;​@KrzysztofKamiński-f4d  Łżą;@renatap4053;3;0;CAMP_B;CAMP_A: Pro-government supporters defending Tusk and attacking the opposition (PiS/Konfederacja) as corrupt mafias. CAMP_B: Anti-government critics accusing Tusk of lies, foreign loyalties, and ruining Poland.;0.4;Anger;Accuses opponents of outright lying.;;https://www.youtube.com/watch?v=0ZvyPWyMp5w;6.6% (100/1512)
🟥Karol Nawrocki korzystał z brudnych pieniędzy. Prezydent, jak i inni politycy patoprawicy wplątali;Canal X;2026-09-03;Nieźle się wpakował rudy;@JacekJan-v8d;3;0;CAMP_B;CAMP_A: Pro-government supporters defending Tusk and attacking the opposition (PiS/Konfederacja) as corrupt mafias. CAMP_B: Anti-government critics accusing Tusk of lies, foreign loyalties, and ruining Poland.;0.6;Sarcasm;Suggests the 'ginger' politician has gotten himself into deep trouble.;;https://www.youtube.com/watch?v=0ZvyPWyMp5w;6.6% (100/1512)
🟥Karol Nawrocki korzystał z brudnych pieniędzy. Prezydent, jak i inni politycy patoprawicy wplątali;Canal X;2026-09-03;Zobaczcie tę zestresowaną, przerażoną gębę, to trzeba specjalnych predyspozycji żeby tak świecić oczami,;@ewaszmewa2190;2;1;CAMP_B;CAMP_A: Pro-government supporters defending Tusk and attacking the opposition (PiS/Konfederacja) as corrupt mafias. CAMP_B: Anti-government critics accusing Tusk of lies, foreign loyalties, and ruining Poland.;0.8;Anger;Insults the speaker's facial expression, claiming it shows panic and stress.;;https://www.youtube.com/watch?v=0ZvyPWyMp5w;6.6% (100/1512)
🟥Karol Nawrocki korzystał z brudnych pieniędzy. Prezydent, jak i inni politycy patoprawicy wplątali;Canal X;2026-09-03;Jakie te oczy niepewne !!?? Tyle strachu,niepewnosci i  morze klamstwa !! I po co ?;@krystyna98;2;0;CAMP_B;CAMP_A: Pro-government supporters defending Tusk and attacking the opposition (PiS/Konfederacja) as corrupt mafias. CAMP_B: Anti-government critics accusing Tusk of lies, foreign loyalties, and ruining Poland.;0.7;Frustration;Points out fearful, uncertain eyes filled with endless lies.;;https://www.youtube.com/watch?v=0ZvyPWyMp5w;6.6% (100/1512)
🟥Karol Nawrocki korzystał z brudnych pieniędzy. Prezydent, jak i inni politycy patoprawicy wplątali;Canal X;2026-09-03;Gada pan wspierający promocyjnie krypto Górno! Niech juz jedzie do Brukseli!;@zscorporation;2;0;CAMP_B;CAMP_A: Pro-government supporters defending Tusk and attacking the opposition (PiS/Konfederacja) as corrupt mafias. CAMP_B: Anti-government critics accusing Tusk of lies, foreign loyalties, and ruining Poland.;0.6;Anger;Accuses the speaker of promoting crypto projects and tells them to return to Brussels.;;https://www.youtube.com/watch?v=0ZvyPWyMp5w;6.6% (100/1512)
🟥Karol Nawrocki korzystał z brudnych pieniędzy. Prezydent, jak i inni politycy patoprawicy wplątali;Canal X;2026-09-03;Powiec mi jakich;@GrzegorzMadej-o7u;2;0;CAMP_B;CAMP_A: Pro-government supporters defending Tusk and attacking the opposition (PiS/Konfederacja) as corrupt mafias. CAMP_B: Anti-government critics accusing Tusk of lies, foreign loyalties, and ruining Poland.;0.3;Neutral;Asks for proof of the alleged smuggled provisions.;What specific things were smuggled in?;https://www.youtube.com/watch?v=0ZvyPWyMp5w;6.6% (100/1512)
🟥Karol Nawrocki korzystał z brudnych pieniędzy. Prezydent, jak i inni politycy patoprawicy wplątali;Canal X;2026-09-03;A co niby miałby przemycić fakty są i tyle na temat a ty użyj mózgu;@HalinaMularczyk-z8f;2;0;CAMP_A;CAMP_A: Pro-government supporters defending Tusk and attacking the opposition (PiS/Konfederacja) as corrupt mafias. CAMP_B: Anti-government critics accusing Tusk of lies, foreign loyalties, and ruining Poland.;0.5;Frustration;Insists the facts are clear and tells the opponent to use their brain.;;https://www.youtube.com/watch?v=0ZvyPWyMp5w;6.6% (100/1512)
🟥Karol Nawrocki korzystał z brudnych pieniędzy. Prezydent, jak i inni politycy patoprawicy wplątali;Canal X;2026-09-03;@HalinaMularczyk-z8ffakty?!!😆😆 jeśli masz kisiel z mózgu to nie proponuj żeby ktoś go używał 🙄😆;@DanaReis86;2;0;CAMP_B;CAMP_A: Pro-government supporters defending Tusk and attacking the opposition (PiS/Konfederacja) as corrupt mafias. CAMP_B: Anti-government critics accusing Tusk of lies, foreign loyalties, and ruining Poland.;0.6;Sarcasm;Mocks the opponent's cognitive capacity.;;https://www.youtube.com/watch?v=0ZvyPWyMp5w;6.6% (100/1512)
🟥Karol Nawrocki korzystał z brudnych pieniędzy. Prezydent, jak i inni politycy patoprawicy wplątali;Canal X;2026-09-03;Tak to cholerna sprawa..b.ponura;@barbaranowakowska9734;2;0;NEUTRAL_SPAM;CAMP_A: Pro-government supporters defending Tusk and attacking the opposition (PiS/Konfederacja) as corrupt mafias. CAMP_B: Anti-government critics accusing Tusk of lies, foreign loyalties, and ruining Poland.;0.2;Neutral;Comments on the general gloominess of the situation.;;https://www.youtube.com/watch?v=0ZvyPWyMp5w;6.6% (100/1512)
🟥Karol Nawrocki korzystał z brudnych pieniędzy. Prezydent, jak i inni politycy patoprawicy wplątali;Canal X;2026-09-03;Panie premierze kota ogonem  to pan jest mistrzem swiata;@JadwigaWarzecha;2;0;CAMP_B;CAMP_A: Pro-government supporters defending Tusk and attacking the opposition (PiS/Konfederacja) as corrupt mafias. CAMP_B: Anti-government critics accusing Tusk of lies, foreign loyalties, and ruining Poland.;0.5;Frustration;Accuses the Prime Minister of being a world champion at deflecting blame.;;https://www.youtube.com/watch?v=0ZvyPWyMp5w;6.6% (100/1512)
🟥Karol Nawrocki korzystał z brudnych pieniędzy. Prezydent, jak i inni politycy patoprawicy wplątali;Canal X;2026-09-03;Brawo panie Premierze 👏👍 Dobrać się PiSowcom do tych lepkich tłustych rączek i posadzić na długie lata razem z kilkoma członkami Konfederacji . Mentzen miał tak dużo do powiedzenia a teraz siedzi cicho i ucieka przed dziennikarzami 😂 W Panu i pana Rządzie nadzieja Polska znowu będzie Polską i nikt już nie będzie dzielił narodu a co najważniejsze nie dojdzie do ponownej Targowicy w tym kraju. Proszę zrobić wszystko co możliwe aby w końcu były wolne i niezależne sądy . A i jakiś Trybunał Stanu dla rezydenta 😂 mile widziany 😀 Pozdrawiam serdecznie ❤🇵🇱;@Renata-b1k6w;2;0;CAMP_A;CAMP_A: Pro-government supporters defending Tusk and attacking the opposition (PiS/Konfederacja) as corrupt mafias. CAMP_B: Anti-government critics accusing Tusk of lies, foreign loyalties, and ruining Poland.;0.85;Excitement;Praises Tusk, calls for holding PiS and Konfederacja accountable, and hopes for independent courts.;;https://www.youtube.com/watch?v=0ZvyPWyMp5w;6.6% (100/1512)
🟥Karol Nawrocki korzystał z brudnych pieniędzy. Prezydent, jak i inni politycy patoprawicy wplątali;Canal X;2026-09-03;Chyba z nim jest jeszcze gorzej, wogule chyba nie wie o czym mowi. Chory człowiek;@AndreasNamyslo;2;0;CAMP_B;CAMP_A: Pro-government supporters defending Tusk and attacking the opposition (PiS/Konfederacja) as corrupt mafias. CAMP_B: Anti-government critics accusing Tusk of lies, foreign loyalties, and ruining Poland.;0.7;Anger;Claims the speaker is incoherent and mentally unwell.;;https://www.youtube.com/watch?v=0ZvyPWyMp5w;6.6% (100/1512)
🟥Karol Nawrocki korzystał z brudnych pieniędzy. Prezydent, jak i inni politycy patoprawicy wplątali;Canal X;2026-09-03;Skąd oni mają 35,% Ze wszystkimi co rozmawiam nikt go nie chce, no może SB-ki. Faul.;@maciucha9245;2;0;CAMP_B;CAMP_A: Pro-government supporters defending Tusk and attacking the opposition (PiS/Konfederacja) as corrupt mafias. CAMP_B: Anti-government critics accusing Tusk of lies, foreign loyalties, and ruining Poland.;0.6;Frustration;Questions the polling numbers, claiming nobody they know supports the ruling party.;Where do they get these 35 percent poll numbers from?;https://www.youtube.com/watch?v=0ZvyPWyMp5w;6.6% (100/1512)
🟥Karol Nawrocki korzystał z brudnych pieniędzy. Prezydent, jak i inni politycy patoprawicy wplątali;Canal X;2026-09-03;Hahaha nie zesraj się 😂😂😂😂😢😢😢😢😂😂😂😂😂😂😂😂😂😂😂😂;@anielapolak991;1;1;NEUTRAL_SPAM;CAMP_A: Pro-government supporters defending Tusk and attacking the opposition (PiS/Konfederacja) as corrupt mafias. CAMP_B: Anti-government critics accusing Tusk of lies, foreign loyalties, and ruining Poland.;0.6;Excitement;Uses spam emojis and laughter to troll the comment section.;;https://www.youtube.com/watch?v=0ZvyPWyMp5w;6.6% (100/1512)
🟥Karol Nawrocki korzystał z brudnych pieniędzy. Prezydent, jak i inni politycy patoprawicy wplątali;Canal X;2026-09-03;Bełkoczący, cyniczny bałwanie - żeby cię kibole kiedyś dopadli….;@malenkihoa;0;2;CAMP_B;CAMP_A: Pro-government supporters defending Tusk and attacking the opposition (PiS/Konfederacja) as corrupt mafias. CAMP_B: Anti-government critics accusing Tusk of lies, foreign loyalties, and ruining Poland.;0.95;Anger;Directly hurls aggressive insults and expresses violent wishes toward the speaker.;;https://www.youtube.com/watch?v=0ZvyPWyMp5w;6.6% (100/1512)
🟥Karol Nawrocki korzystał z brudnych pieniędzy. Prezydent, jak i inni politycy patoprawicy wplątali;Canal X;2026-09-03;"Pan Tusk wystarczająco długo jest w polityce aby nie mieć złudzeń, do czego zdolni są ""politycy"". Jeśli on ma nadzieję, że psiory odrzucą weto alfonsa, to większą szansą jest trafić szóstkę w totka!!!";@Paw0-o7v;1;0;CAMP_B;CAMP_A: Pro-government supporters defending Tusk and attacking the opposition (PiS/Konfederacja) as corrupt mafias. CAMP_B: Anti-government critics accusing Tusk of lies, foreign loyalties, and ruining Poland.;0.6;Frustration;Argues that expecting the opposition to cooperate with Tusk is as unlikely as winning the lottery.;;https://www.youtube.com/watch?v=0ZvyPWyMp5w;6.6% (100/1512)
🟥Karol Nawrocki korzystał z brudnych pieniędzy. Prezydent, jak i inni politycy patoprawicy wplątali;Canal X;2026-09-03;Największy brudny interes dla Polski to ty !!!;@rotor469;1;0;CAMP_B;CAMP_A: Pro-government supporters defending Tusk and attacking the opposition (PiS/Konfederacja) as corrupt mafias. CAMP_B: Anti-government critics accusing Tusk of lies, foreign loyalties, and ruining Poland.;0.8;Anger;Declares that Tusk himself is the biggest dirty interest for Poland.;;https://www.youtube.com/watch?v=0ZvyPWyMp5w;6.6% (100/1512)
🟥Karol Nawrocki korzystał z brudnych pieniędzy. Prezydent, jak i inni politycy patoprawicy wplątali;Canal X;2026-09-03;O uczciwy i rzetelny ,od słów Sumlińskiego sprostuj wyjaśnia;@AdamPuchal-e7m;1;0;CAMP_B;CAMP_A: Pro-government supporters defending Tusk and attacking the opposition (PiS/Konfederacja) as corrupt mafias. CAMP_B: Anti-government critics accusing Tusk of lies, foreign loyalties, and ruining Poland.;0.4;Sarcasm;Mocks requests for fair and honest fact-checking.;;https://www.youtube.com/watch?v=0ZvyPWyMp5w;6.6% (100/1512)
🟥Karol Nawrocki korzystał z brudnych pieniędzy. Prezydent, jak i inni politycy patoprawicy wplątali;Canal X;2026-09-03;Masz nasrane w gaciach...boisz  sie i ujadasz...;@jarosawsmigielski2061;1;0;CAMP_B;CAMP_A: Pro-government supporters defending Tusk and attacking the opposition (PiS/Konfederacja) as corrupt mafias. CAMP_B: Anti-government critics accusing Tusk of lies, foreign loyalties, and ruining Poland.;0.85;Anger;Accuses the target of panicking and lashing out out of fear.;;https://www.youtube.com/watch?v=0ZvyPWyMp5w;6.6% (100/1512)
🟥Karol Nawrocki korzystał z brudnych pieniędzy. Prezydent, jak i inni politycy patoprawicy wplątali;Canal X;2026-09-03;Hahaha co to za do dupy przemowa;@anielapolak991;1;0;CAMP_B;CAMP_A: Pro-government supporters defending Tusk and attacking the opposition (PiS/Konfederacja) as corrupt mafias. CAMP_B: Anti-government critics accusing Tusk of lies, foreign loyalties, and ruining Poland.;0.5;Sarcasm;Dismisses the speech as a worthless piece of garbage.;;https://www.youtube.com/watch?v=0ZvyPWyMp5w;6.6% (100/1512)
🟥Karol Nawrocki korzystał z brudnych pieniędzy. Prezydent, jak i inni politycy patoprawicy wplątali;Canal X;2026-09-03;Ty oszuście parszywy te oczy       Zawsze kłamią;@anielapolak991;1;0;CAMP_B;CAMP_A: Pro-government supporters defending Tusk and attacking the opposition (PiS/Konfederacja) as corrupt mafias. CAMP_B: Anti-government critics accusing Tusk of lies, foreign loyalties, and ruining Poland.;0.8;Anger;Calls the speaker a scoundrel whose eyes always lie.;;https://www.youtube.com/watch?v=0ZvyPWyMp5w;6.6% (100/1512)
